persona,persona_dimension_list,Extraversion_score,Agreeableness_score,Conscientiousness_score,Neuroticism_score,Openness_score
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",30,19,35,33,32
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",29,19,34,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",29,19,32,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",29,17,29,32,33
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",30,19,28,33,32
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",32,19,29,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",33,19,29,32,34
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",33,19,29,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, cares slightly about loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'cares slightly about loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",33,19,27,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",30,17,36,33,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",29,18,32,31,32
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares strongly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares strongly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",29,19,33,33,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",30,17,31,32,33
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",33,19,31,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, cares slightly about respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'cares slightly about respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",33,19,30,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares strongly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares strongly about moral purity or spiritual elevation']",34,18,30,32,36
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and cares slightly about moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'cares slightly about moral purity or spiritual elevation']",33,19,26,32,31
"is not concerned with the well-being of others, is not concerned with reciprocity or fairness, is not concerned with loyalty to your group, is not concerned with respecting hierarchies or authority figures and is not concerned with moral purity or spiritual elevation","['is not concerned with the well-being of others', 'is not concerned with reciprocity or fairness', 'is not concerned with loyalty to your group', 'is not concerned with respecting hierarchies or authority figures', 'is not concerned with moral purity or spiritual elevation']",34,19,25,32,35
